nrpolizza;DENOM_PRODOTTO;Cod. Agenzia;Riscatto;dtdatarif liquidato;Classificazione;Tipo_premio;Antidurata;Anno dec;IBRIDO/altro;Famiglia Prodotto;Antidurata arrotondata;Periodo di osservazione
024924933;Reinvesto EverGreen;;36,32;1/11/2024;Uscita definitiva;PU;10;2014;di cui Ibridi;Reinvesto EverGreen;ott-15;2.024
024925171;Valore EverGreen;;159,2;1/12/2024;Uscita definitiva;PU;10;2014;di cui Ibridi;Valore EverGreen;ott-15;2.024
024925183;Valore EverGreen;;213,78;1/11/2024;Uscita definitiva;PU;10;2014;di cui Ibridi;Valore EverGreen;ott-15;2.024
024925231;Reinvesto EverGreen;;110,36;1/12/2024;Uscita definitiva;PU;10;2014;di cui Ibridi;Reinvesto EverGreen;ott-15;2.024
024925466;Valore EverGreen;;144,87;1/12/2024;Uscita definitiva;PU;10;2014;di cui Ibridi;Valore EverGreen;ott-15;2.024
024925491;Reinvesto EverGreen;;106,37;1/11/2024;Uscita definitiva;PU;10;2014;di cui Ibridi;Reinvesto EverGreen;ott-15;2.024
024925594;Valore EverGreen;;454,95;1/12/2024;Uscita definitiva;PU;10;2014;di cui Ibridi;Valore EverGreen;ott-15;2.024
024925602;Valore EverGreen;;263,31;1/11/2024;Uscita definitiva;PU;10;2014;di cui Ibridi;Valore EverGreen;ott-15;2.024
024925938;Valore EverGreen;;273,54;1/11/2024;Uscita definitiva;PU;10;2014;di cui Ibridi;Valore EverGreen;ott-15;2.024
024925986;Valore EverGreen;;108,02;1/12/2024;Uscita definitiva;PU;10;2014;di cui Ibridi;Valore EverGreen;ott-15;2.024
024926548;Reinvesto EverGreen;;42,65;1/11/2024;Uscita definitiva;PU;10;2014;di cui Ibridi;Reinvesto EverGreen;ott-15;2.024
024926651;Valore EverGreen;;71,8;1/12/2024;Uscita definitiva;PU;10;2014;di cui Ibridi;Valore EverGreen;ott-15;2.024
024926708;Valore EverGreen;;210,36;1/12/2024;Uscita definitiva;PU;10;2014;di cui Ibridi;Valore EverGreen;ott-15;2.024
024926776;Valore EverGreen;;186,53;1/11/2024;Uscita definitiva;PU;10;2014;di cui Ibridi;Valore EverGreen;ott-15;2.024
024926882;Reinvesto EverGreen;;147,06;1/11/2024;Uscita definitiva;PU;10;2014;di cui Ibridi;Reinvesto EverGreen;ott-15;2.024
024927058;Valore EverGreen;;50,81;1/11/2024;Uscita definitiva;PU;10;2014;di cui Ibridi;Valore EverGreen;ott-15;2.024
024927165;Valore EverGreen;;283,96;1/12/2024;Uscita definitiva;PU;10;2014;di cui Ibridi;Valore EverGreen;ott-15;2.024
024927202;Valore EverGreen;;71,8;1/11/2024;Uscita definitiva;PU;10;2014;di cui Ibridi;Valore EverGreen;ott-15;2.024
024927246;Valore EverGreen;;34,95;1/11/2024;Uscita definitiva;PU;10;2014;di cui Ibridi;Valore EverGreen;ott-15;2.024
024927548;Valore EverGreen;;105,2;1/11/2024;Uscita definitiva;PU;10;2014;di cui Ibridi;Valore EverGreen;ott-15;2.024
024928087;Valore EverGreen;;136,86;1/11/2024;Uscita definitiva;PU;10;2014;di cui Ibridi;Valore EverGreen;ott-15;2.024
024929431;Valore EverGreen;;146,2;1/11/2024;Uscita definitiva;PU;10;2014;di cui Ibridi;Valore EverGreen;ott-15;2.024
024929567;Valore EverGreen;;254,35;1/11/2024;Uscita definitiva;PU;10;2014;di cui Ibridi;Valore EverGreen;ott-15;2.024
024929909;Valore EverGreen;;71,74;1/11/2024;Uscita definitiva;PU;10;2014;di cui Ibridi;Valore EverGreen;ott-15;2.024
024930085;Valore EverGreen;;125,17;1/11/2024;Uscita definitiva;PU;10;2014;di cui Ibridi;Valore EverGreen;ott-15;2.024
024930156;Valore EverGreen;;34,81;1/11/2024;Uscita definitiva;PU;10;2014;di cui Ibridi;Valore EverGreen;ott-15;2.024
024931960;Valore EverGreen;;209,61;1/11/2024;Uscita definitiva;PU;10;2014;di cui Ibridi;Valore EverGreen;ott-15;2.024
024933922;Valore EverGreen;;141,25;1/11/2024;Uscita definitiva;PU;10;2014;di cui Ibridi;Valore EverGreen;ott-15;2.024
024934287;Reinvesto EverGreen;;35,94;1/11/2024;Uscita definitiva;PU;10;2014;di cui Ibridi;Reinvesto EverGreen;ott-15;2.024
024934991;Valore EverGreen;;129,28;1/11/2024;Uscita definitiva;PU;10;2014;di cui Ibridi;Valore EverGreen;ott-15;2.024
024935373;Valore EverGreen;;68,34;1/11/2024;Uscita definitiva;PU;10;2014;di cui Ibridi;Valore EverGreen;ott-15;2.024
024935710;Valore EverGreen;;144,19;1/11/2024;Uscita definitiva;PU;10;2014;di cui Ibridi;Valore EverGreen;ott-15;2.024
024936069;Valore EverGreen;;141,01;1/11/2024;Uscita definitiva;PU;10;2014;di cui Ibridi;Valore EverGreen;ott-15;2.024
024936204;Valore EverGreen;;290,71;1/11/2024;Uscita definitiva;PU;10;2014;di cui Ibridi;Valore EverGreen;ott-15;2.024
024936664;Valore EverGreen;;968,09;1/11/2024;Uscita definitiva;PU;10;2014;di cui Ibridi;Valore EverGreen;ott-15;2.024
024937728;Valore EverGreen;;310,68;1/11/2024;Uscita definitiva;PU;10;2014;di cui Ibridi;Valore EverGreen;ott-15;2.024
024937776;Valore EverGreen;;194,49;1/11/2024;Uscita definitiva;PU;10;2014;di cui Ibridi;Valore EverGreen;ott-15;2.024
024938038;Valore EverGreen;;56,55;1/11/2024;Uscita definitiva;PU;10;2014;di cui Ibridi;Valore EverGreen;ott-15;2.024
024938289;Valore EverGreen;;71,2;1/11/2024;Uscita definitiva;PU;10;2014;di cui Ibridi;Valore EverGreen;ott-15;2.024
024938635;Valore EverGreen;;180,48;1/12/2024;Uscita definitiva;PU;10;2014;di cui Ibridi;Valore EverGreen;ott-15;2.024
024938655;Valore EverGreen;;100,63;1/11/2024;Uscita definitiva;PU;10;2014;di cui Ibridi;Valore EverGreen;ott-15;2.024
024938855;Valore EverGreen;;207,23;1/11/2024;Uscita definitiva;PU;10;2014;di cui Ibridi;Valore EverGreen;ott-15;2.024
024938982;Valore EverGreen;;180,16;1/11/2024;Uscita definitiva;PU;10;2014;di cui Ibridi;Valore EverGreen;ott-15;2.024
024939057;Valore EverGreen;;769,14;1/12/2024;Uscita definitiva;PU;10;2014;di cui Ibridi;Valore EverGreen;ott-15;2.024
024939272;Valore EverGreen;;368,77;1/11/2024;Uscita definitiva;PU;10;2014;di cui Ibridi;Valore EverGreen;ott-15;2.024
024939326;Valore EverGreen;;131,89;1/12/2024;Uscita definitiva;PU;10;2014;di cui Ibridi;Valore EverGreen;ott-15;2.024
024939720;Valore EverGreen;;112,02;1/12/2024;Uscita definitiva;PU;10;2014;di cui Ibridi;Valore EverGreen;ott-15;2.024
024939973;Valore EverGreen;;67,68;1/11/2024;Uscita definitiva;PU;10;2014;di cui Ibridi;Valore EverGreen;ott-15;2.024
024941039;Valore EverGreen;;65,71;1/11/2024;Uscita definitiva;PU;10;2014;di cui Ibridi;Valore EverGreen;ott-15;2.024
024941793;Valore EverGreen;;91,51;1/12/2024;Uscita definitiva;PU;10;2014;di cui Ibridi;Valore EverGreen;ott-15;2.024
024942090;Valore EverGreen;;172,37;1/11/2024;Uscita definitiva;PU;10;2014;di cui Ibridi;Valore EverGreen;ott-15;2.024
024942183;Valore EverGreen;;1.117,18;1/11/2024;Uscita definitiva;PU;10;2014;di cui Ibridi;Valore EverGreen;ott-15;2.024
024942432;Valore EverGreen;;160,45;1/11/2024;Uscita definitiva;PU;10;2014;di cui Ibridi;Valore EverGreen;ott-15;2.024
024944398;Valore EverGreen;;280,83;1/11/2024;Uscita definitiva;PU;10;2014;di cui Ibridi;Valore EverGreen;ott-15;2.024
024948708;Reinvesto EverGreen;;69,98;1/11/2024;Uscita definitiva;PU;10;2014;di cui Ibridi;Reinvesto EverGreen;ott-15;2.024
024949086;Valore EverGreen;;67,55;1/11/2024;Uscita definitiva;PU;10;2014;di cui Ibridi;Valore EverGreen;ott-15;2.024
024950889;Valore EverGreen;;35,99;1/11/2024;Uscita definitiva;PU;10;2014;di cui Ibridi;Valore EverGreen;ott-15;2.024
024951720;Valore EverGreen;;67,9;1/11/2024;Uscita definitiva;PU;10;2014;di cui Ibridi;Valore EverGreen;ott-15;2.024
024953025;Reinvesto EverGreen;;61,1;1/11/2024;Uscita definitiva;PU;10;2014;di cui Ibridi;Reinvesto EverGreen;ott-15;2.024
024953626;Valore EverGreen;;184,7;1/11/2024;Uscita definitiva;PU;10;2014;di cui Ibridi;Valore EverGreen;ott-15;2.024
024953633;Valore EverGreen;;187,08;1/12/2024;Uscita definitiva;PU;10;2014;di cui Ibridi;Valore EverGreen;ott-15;2.024
024953705;Valore EverGreen;;342,98;1/11/2024;Uscita definitiva;PU;10;2014;di cui Ibridi;Valore EverGreen;ott-15;2.024
024953737;Valore EverGreen;;242,66;1/11/2024;Uscita definitiva;PU;10;2014;di cui Ibridi;Valore EverGreen;ott-15;2.024
024953793;Valore EverGreen;;190,7;1/12/2024;Uscita definitiva;PU;10;2014;di cui Ibridi;Valore EverGreen;ott-15;2.024
024953948;Valore EverGreen;;255,24;1/11/2024;Uscita definitiva;PU;10;2014;di cui Ibridi;Valore EverGreen;ott-15;2.024
024954124;Valore EverGreen;;204,04;1/11/2024;Uscita definitiva;PU;10;2014;di cui Ibridi;Valore EverGreen;ott-15;2.024
024954479;Valore EverGreen;;35,74;1/11/2024;Uscita definitiva;PU;10;2014;di cui Ibridi;Valore EverGreen;ott-15;2.024
024954746;Reinvesto EverGreen;;43,98;1/11/2024;Uscita definitiva;PU;10;2014;di cui Ibridi;Reinvesto EverGreen;ott-15;2.024
024954843;Valore EverGreen;;35,11;1/11/2024;Uscita definitiva;PU;10;2014;di cui Ibridi;Valore EverGreen;ott-15;2.024
024955203;Valore EverGreen;;985,76;1/11/2024;Uscita definitiva;PU;10;2014;di cui Ibridi;Valore EverGreen;ott-15;2.024
024955281;Valore EverGreen;;412,73;1/11/2024;Uscita definitiva;PU;10;2014;di cui Ibridi;Valore EverGreen;ott-15;2.024
024955642;Valore EverGreen;;438,74;1/11/2024;Uscita definitiva;PU;10;2014;di cui Ibridi;Valore EverGreen;ott-15;2.024
024955646;Valore EverGreen;;411,08;1/11/2024;Uscita definitiva;PU;10;2014;di cui Ibridi;Valore EverGreen;ott-15;2.024
024955713;Valore EverGreen;;584,77;1/12/2024;Uscita definitiva;PU;10;2014;di cui Ibridi;Valore EverGreen;ott-15;2.024
024955874;Valore EverGreen;;364,18;1/11/2024;Uscita definitiva;PU;10;2014;di cui Ibridi;Valore EverGreen;ott-15;2.024
024956024;Valore EverGreen;;141,65;1/11/2024;Uscita definitiva;PU;10;2014;di cui Ibridi;Valore EverGreen;ott-15;2.024
024956045;Valore EverGreen;;254,41;1/11/2024;Uscita definitiva;PU;10;2014;di cui Ibridi;Valore EverGreen;ott-15;2.024
024956283;Valore EverGreen;;375,14;1/12/2024;Uscita definitiva;PU;10;2014;di cui Ibridi;Valore EverGreen;ott-15;2.024
024956478;Valore EverGreen;;303,1;1/11/2024;Uscita definitiva;PU;10;2014;di cui Ibridi;Valore EverGreen;ott-15;2.024
024956533;Valore EverGreen;;125,62;1/11/2024;Uscita definitiva;PU;10;2014;di cui Ibridi;Valore EverGreen;ott-15;2.024
024956538;Valore EverGreen;;154,08;1/11/2024;Uscita definitiva;PU;10;2014;di cui Ibridi;Valore EverGreen;ott-15;2.024
024956597;Reinvesto EverGreen;;104,15;1/11/2024;Uscita definitiva;PU;10;2014;di cui Ibridi;Reinvesto EverGreen;ott-15;2.024
024956725;Valore EverGreen;;49,3;1/11/2024;Uscita definitiva;PU;10;2014;di cui Ibridi;Valore EverGreen;ott-15;2.024
024956799;Valore EverGreen;;79,31;1/12/2024;Uscita definitiva;PU;10;2014;di cui Ibridi;Valore EverGreen;ott-15;2.024
024957084;Valore EverGreen;;73,86;1/12/2024;Uscita definitiva;PU;10;2014;di cui Ibridi;Valore EverGreen;ott-15;2.024
024957539;Reinvesto EverGreen;;79,21;1/12/2024;Uscita definitiva;PU;10;2014;di cui Ibridi;Reinvesto EverGreen;ott-15;2.024
024957853;Valore EverGreen;;104,88;1/11/2024;Uscita definitiva;PU;10;2014;di cui Ibridi;Valore EverGreen;ott-15;2.024
024957872;Valore EverGreen;;104,88;1/11/2024;Uscita definitiva;PU;10;2014;di cui Ibridi;Valore EverGreen;ott-15;2.024
024958773;Valore EverGreen;;725,63;1/12/2024;Uscita definitiva;PU;10;2014;di cui Ibridi;Valore EverGreen;ott-15;2.024
024958853;Reinvesto EverGreen;;35,03;1/11/2024;Uscita definitiva;PU;10;2014;di cui Ibridi;Reinvesto EverGreen;ott-15;2.024
024958936;Valore EverGreen;;71,43;1/12/2024;Uscita definitiva;PU;10;2014;di cui Ibridi;Valore EverGreen;ott-15;2.024
024959297;Valore EverGreen;;70,15;1/11/2024;Uscita definitiva;PU;10;2014;di cui Ibridi;Valore EverGreen;ott-15;2.024
024959578;Valore EverGreen;;70,66;1/11/2024;Uscita definitiva;PU;10;2014;di cui Ibridi;Valore EverGreen;ott-15;2.024
024959665;Valore EverGreen;;107,49;1/11/2024;Uscita definitiva;PU;10;2014;di cui Ibridi;Valore EverGreen;ott-15;2.024
024959747;Valore EverGreen;;70,66;1/11/2024;Uscita definitiva;PU;10;2014;di cui Ibridi;Valore EverGreen;ott-15;2.024
024960041;Valore EverGreen;;107,41;1/11/2024;Uscita definitiva;PU;10;2014;di cui Ibridi;Valore EverGreen;ott-15;2.024
024960048;Valore EverGreen;;143,35;1/11/2024;Uscita definitiva;PU;10;2014;di cui Ibridi;Valore EverGreen;ott-15;2.024
024960257;Valore EverGreen;;35,18;1/11/2024;Uscita definitiva;PU;10;2014;di cui Ibridi;Valore EverGreen;ott-15;2.024
024960596;Valore EverGreen;;70,83;1/11/2024;Uscita definitiva;PU;10;2014;di cui Ibridi;Valore EverGreen;ott-15;2.024
024961342;Valore EverGreen;;199,97;1/11/2024;Uscita definitiva;PU;10;2014;di cui Ibridi;Valore EverGreen;ott-15;2.024
024961422;Reinvesto EverGreen;;140,91;1/12/2024;Uscita definitiva;PU;10;2014;di cui Ibridi;Reinvesto EverGreen;ott-15;2.024
024961590;Reinvesto EverGreen;;70,92;1/11/2024;Uscita definitiva;PU;10;2014;di cui Ibridi;Reinvesto EverGreen;ott-15;2.024
024962149;Valore EverGreen;;173,09;1/12/2024;Uscita definitiva;PU;10;2014;di cui Ibridi;Valore EverGreen;ott-15;2.024
024962368;Valore EverGreen;;251,29;1/12/2024;Uscita definitiva;PU;10;2014;di cui Ibridi;Valore EverGreen;ott-15;2.024
024962728;Valore EverGreen;;33,38;1/11/2024;Uscita definitiva;PU;10;2014;di cui Ibridi;Valore EverGreen;ott-15;2.024
024963024;Valore EverGreen;;275,76;1/11/2024;Uscita definitiva;PU;10;2014;di cui Ibridi;Valore EverGreen;ott-15;2.024
024963086;Valore EverGreen;;1.131,79;1/11/2024;Uscita definitiva;PU;10;2014;di cui Ibridi;Valore EverGreen;ott-15;2.024
024963113;Valore EverGreen;;68,4;1/11/2024;Uscita definitiva;PU;10;2014;di cui Ibridi;Valore EverGreen;ott-15;2.024
024963204;Valore EverGreen;;42,69;1/11/2024;Uscita definitiva;PU;10;2014;di cui Ibridi;Valore EverGreen;ott-15;2.024
024963414;Valore EverGreen;;107,32;1/11/2024;Uscita definitiva;PU;10;2014;di cui Ibridi;Valore EverGreen;ott-15;2.024
024963740;Reinvesto EverGreen;;71,03;1/11/2024;Uscita definitiva;PU;10;2014;di cui Ibridi;Reinvesto EverGreen;ott-15;2.024
024963882;Valore EverGreen;;71,72;1/12/2024;Uscita definitiva;PU;10;2014;di cui Ibridi;Valore EverGreen;ott-15;2.024
024964036;Valore EverGreen;;124,56;1/11/2024;Uscita definitiva;PU;10;2014;di cui Ibridi;Valore EverGreen;ott-15;2.024
024964330;Valore EverGreen;;35,73;1/11/2024;Uscita definitiva;PU;10;2014;di cui Ibridi;Valore EverGreen;ott-15;2.024
024964342;Valore EverGreen;;158,29;1/11/2024;Uscita definitiva;PU;10;2014;di cui Ibridi;Valore EverGreen;ott-15;2.024
024964438;Valore EverGreen;;209,12;1/11/2024;Uscita definitiva;PU;10;2014;di cui Ibridi;Valore EverGreen;ott-15;2.024
024964518;Valore EverGreen;;149,42;1/12/2024;Uscita definitiva;PU;10;2014;di cui Ibridi;Valore EverGreen;ott-15;2.024
024964820;Valore EverGreen;;71,47;1/11/2024;Uscita definitiva;PU;10;2014;di cui Ibridi;Valore EverGreen;ott-15;2.024
024965277;Valore EverGreen;;42,24;1/11/2024;Uscita definitiva;PU;10;2014;di cui Ibridi;Valore EverGreen;ott-15;2.024
024965382;Valore EverGreen;;148,04;1/11/2024;Uscita definitiva;PU;10;2014;di cui Ibridi;Valore EverGreen;ott-15;2.024
024965753;Valore EverGreen;;488,02;1/11/2024;Uscita definitiva;PU;10;2014;di cui Ibridi;Valore EverGreen;ott-15;2.024
024965790;Valore EverGreen;;408,61;1/11/2024;Uscita definitiva;PU;10;2014;di cui Ibridi;Valore EverGreen;ott-15;2.024
024965952;Valore EverGreen;;177,85;1/12/2024;Uscita definitiva;PU;10;2014;di cui Ibridi;Valore EverGreen;ott-15;2.024
024966485;Valore EverGreen;;69,11;1/11/2024;Uscita definitiva;PU;10;2014;di cui Ibridi;Valore EverGreen;ott-15;2.024
024966868;Valore EverGreen;;169,14;1/11/2024;Uscita definitiva;PU;10;2014;di cui Ibridi;Valore EverGreen;ott-15;2.024
024966901;Valore EverGreen;;410,31;1/11/2024;Uscita definitiva;PU;10;2014;di cui Ibridi;Valore EverGreen;ott-15;2.024
024966967;Valore EverGreen;;172,66;1/11/2024;Uscita definitiva;PU;10;2014;di cui Ibridi;Valore EverGreen;ott-15;2.024
024967377;Valore EverGreen;;277,29;1/11/2024;Uscita definitiva;PU;10;2014;di cui Ibridi;Valore EverGreen;ott-15;2.024
024967598;Valore EverGreen;;35,11;1/11/2024;Uscita definitiva;PU;10;2014;di cui Ibridi;Valore EverGreen;ott-15;2.024
024967820;Valore EverGreen;;101,05;1/11/2024;Uscita definitiva;PU;10;2014;di cui Ibridi;Valore EverGreen;ott-15;2.024
024968059;Valore EverGreen;;102,92;1/11/2024;Uscita definitiva;PU;10;2014;di cui Ibridi;Valore EverGreen;ott-15;2.024
024968502;Valore EverGreen;;135,96;1/11/2024;Uscita definitiva;PU;10;2014;di cui Ibridi;Valore EverGreen;ott-15;2.024
024968548;Valore EverGreen;;35,11;1/11/2024;Uscita definitiva;PU;10;2014;di cui Ibridi;Valore EverGreen;ott-15;2.024
024969666;Valore EverGreen;;311,04;1/11/2024;Uscita definitiva;PU;10;2014;di cui Ibridi;Valore EverGreen;ott-15;2.024
024969698;Reinvesto EverGreen;;225,43;1/11/2024;Uscita definitiva;PU;10;2014;di cui Ibridi;Reinvesto EverGreen;ott-15;2.024
024969726;Valore EverGreen;;70,39;1/11/2024;Uscita definitiva;PU;10;2014;di cui Ibridi;Valore EverGreen;ott-15;2.024
024969845;Reinvesto EverGreen;;36,44;1/11/2024;Uscita definitiva;PU;10;2014;di cui Ibridi;Reinvesto EverGreen;ott-15;2.024
024970016;Valore EverGreen;;70,29;1/12/2024;Uscita definitiva;PU;10;2014;di cui Ibridi;Valore EverGreen;ott-15;2.024
024970220;Valore EverGreen;;225,26;1/12/2024;Uscita definitiva;PU;10;2014;di cui Ibridi;Valore EverGreen;ott-15;2.024
024970368;Reinvesto EverGreen;;72,95;1/11/2024;Uscita definitiva;PU;10;2014;di cui Ibridi;Reinvesto EverGreen;ott-15;2.024
024970369;Valore EverGreen;;68,34;1/11/2024;Uscita definitiva;PU;10;2014;di cui Ibridi;Valore EverGreen;ott-15;2.024
024970370;Valore EverGreen;;421,62;1/11/2024;Uscita definitiva;PU;10;2014;di cui Ibridi;Valore EverGreen;ott-15;2.024
024970459;Valore EverGreen;;217,81;1/12/2024;Uscita definitiva;PU;10;2014;di cui Ibridi;Valore EverGreen;ott-15;2.024
024970757;Valore EverGreen;;142,08;1/12/2024;Uscita definitiva;PU;10;2014;di cui Ibridi;Valore EverGreen;ott-15;2.024
024970805;Valore EverGreen;;34,82;1/11/2024;Uscita definitiva;PU;10;2014;di cui Ibridi;Valore EverGreen;ott-15;2.024
024970850;Reinvesto EverGreen;;140,45;1/11/2024;Uscita definitiva;PU;10;2014;di cui Ibridi;Reinvesto EverGreen;ott-15;2.024
024970862;Valore EverGreen;;357,99;1/11/2024;Uscita definitiva;PU;10;2014;di cui Ibridi;Valore EverGreen;ott-15;2.024
024970916;Valore EverGreen;;152,11;1/12/2024;Uscita definitiva;PU;10;2014;di cui Ibridi;Valore EverGreen;ott-15;2.024
024970937;Valore EverGreen;;101,71;1/11/2024;Uscita definitiva;PU;10;2014;di cui Ibridi;Valore EverGreen;ott-15;2.024
024971018;Valore EverGreen;;134,66;1/11/2024;Uscita definitiva;PU;10;2014;di cui Ibridi;Valore EverGreen;ott-15;2.024
024971043;Reinvesto EverGreen;;216,55;1/11/2024;Uscita definitiva;PU;10;2014;di cui Ibridi;Reinvesto EverGreen;ott-15;2.024
024971079;Valore EverGreen;;350,02;1/12/2024;Uscita definitiva;PU;10;2014;di cui Ibridi;Valore EverGreen;ott-15;2.024
024971109;Reinvesto EverGreen;;72,86;1/12/2024;Uscita definitiva;PU;10;2014;di cui Ibridi;Reinvesto EverGreen;ott-15;2.024
024971143;Reinvesto EverGreen;;215,25;1/12/2024;Uscita definitiva;PU;10;2014;di cui Ibridi;Reinvesto EverGreen;ott-15;2.024
024971215;Valore EverGreen;;141,56;1/11/2024;Uscita definitiva;PU;10;2014;di cui Ibridi;Valore EverGreen;ott-15;2.024
024971357;Reinvesto EverGreen;;68,98;1/11/2024;Uscita definitiva;PU;10;2014;di cui Ibridi;Reinvesto EverGreen;ott-15;2.024
024971661;Reinvesto EverGreen;;71,09;1/12/2024;Uscita definitiva;PU;10;2014;di cui Ibridi;Reinvesto EverGreen;ott-15;2.024
024971687;Reinvesto EverGreen;;207,54;1/11/2024;Uscita definitiva;PU;10;2014;di cui Ibridi;Reinvesto EverGreen;ott-15;2.024
024971740;Reinvesto EverGreen;;71,8;1/11/2024;Uscita definitiva;PU;10;2014;di cui Ibridi;Reinvesto EverGreen;ott-15;2.024
024971913;Valore EverGreen;;129;1/11/2024;Uscita definitiva;PU;10;2014;di cui Ibridi;Valore EverGreen;ott-15;2.024
024971938;Valore EverGreen;;70,37;1/11/2024;Uscita definitiva;PU;10;2014;di cui Ibridi;Valore EverGreen;ott-15;2.024
024971968;Valore EverGreen;;71,5;1/11/2024;Uscita definitiva;PU;10;2014;di cui Ibridi;Valore EverGreen;ott-15;2.024
024972342;Reinvesto EverGreen;;72,75;1/11/2024;Uscita definitiva;PU;10;2014;di cui Ibridi;Reinvesto EverGreen;ott-15;2.024
024972384;Reinvesto EverGreen;;148,6;1/12/2024;Uscita definitiva;PU;10;2014;di cui Ibridi;Reinvesto EverGreen;ott-15;2.024
024972389;Valore EverGreen;;68,73;1/11/2024;Uscita definitiva;PU;10;2014;di cui Ibridi;Valore EverGreen;ott-15;2.024
024972533;Reinvesto EverGreen;;104,28;1/11/2024;Uscita definitiva;PU;10;2014;di cui Ibridi;Reinvesto EverGreen;ott-15;2.024
024972554;Valore EverGreen;;67,14;1/12/2024;Uscita definitiva;PU;10;2014;di cui Ibridi;Valore EverGreen;ott-15;2.024
024972718;Valore EverGreen;;287,45;1/11/2024;Uscita definitiva;PU;10;2014;di cui Ibridi;Valore EverGreen;ott-15;2.024
024972937;Reinvesto EverGreen;;54,62;1/11/2024;Uscita definitiva;PU;10;2014;di cui Ibridi;Reinvesto EverGreen;ott-15;2.024
024972967;Valore EverGreen;;249,4;1/11/2024;Uscita definitiva;PU;10;2014;di cui Ibridi;Valore EverGreen;ott-15;2.024
024973124;Reinvesto EverGreen;;72,01;1/11/2024;Uscita definitiva;PU;10;2014;di cui Ibridi;Reinvesto EverGreen;ott-15;2.024
024973150;Reinvesto EverGreen;;69,54;1/11/2024;Uscita definitiva;PU;10;2014;di cui Ibridi;Reinvesto EverGreen;ott-15;2.024
024973436;Reinvesto EverGreen;;85,68;1/11/2024;Uscita definitiva;PU;10;2014;di cui Ibridi;Reinvesto EverGreen;ott-15;2.024
024973451;Reinvesto EverGreen;;101,47;1/11/2024;Uscita definitiva;PU;10;2014;di cui Ibridi;Reinvesto EverGreen;ott-15;2.024
024973550;Reinvesto EverGreen;;115,52;1/12/2024;Uscita definitiva;PU;10;2014;di cui Ibridi;Reinvesto EverGreen;ott-15;2.024
024973956;Valore EverGreen;;47,82;1/11/2024;Uscita definitiva;PU;10;2014;di cui Ibridi;Valore EverGreen;ott-15;2.024
024974135;Valore EverGreen;;965,68;1/12/2024;Uscita definitiva;PU;10;2014;di cui Ibridi;Valore EverGreen;ott-15;2.024
024974173;Reinvesto EverGreen;;177,12;1/11/2024;Uscita definitiva;PU;10;2014;di cui Ibridi;Reinvesto EverGreen;ott-15;2.024
024974199;Reinvesto EverGreen;;51,02;1/11/2024;Uscita definitiva;PU;10;2014;di cui Ibridi;Reinvesto EverGreen;ott-15;2.024
024974527;Valore EverGreen;;142,01;1/12/2024;Uscita definitiva;PU;10;2014;di cui Ibridi;Valore EverGreen;ott-15;2.024
024974702;Valore EverGreen;;193,05;1/11/2024;Uscita definitiva;PU;10;2014;di cui Ibridi;Valore EverGreen;ott-15;2.024
